	{21, 24, 11, 14, 24}		{60083, 95989, 99289}		Passed


	{9, 10, 20, 23, 21}		{35327, 99881, 99901}		Passed


	{27, 20, 0, 20, 22}		{46049, 95089, 99089}		Passed


	{3, 7, 5, 3, 2}		{}		Passed


	{3, 5, 20, 25, 5}		{17351, 19801, 39901}		Passed


	{27, 26, 20, 18, 0}		{}		Passed


	{19, 25, 3, 26, 0}		{}		Passed


	{5, 9, 9, 12, 15}		{10061, 53101, 99833}		Passed


	{13, 13, 11, 26, 15}		{18013, 59239, 99991}		Passed


	{9, 0, 0, 25, 25}		{}		Passed


	{25, 21, 18, 9, 26}		{80039, 91997, 98999}		Passed


	{11, 25, 15, 6, 16}		{10079, 64891, 92791}		Passed


	{23, 15, 14, 0, 15}		{10007, 60889, 80677}		Passed


	{5, 6, 7, 0, 21}		{30011, 90023, 90731}		Passed


	{3, 4, 24, 18, 10}		{10601, 39901, 69941}		Passed


	{23, 16, 14, 5, 25}		{70009, 90977, 95597}		Passed


	{27, 2, 11, 26, 15}		{18119, 59219, 99809}		Passed


	{5, 27, 20, 7, 3}		{10391, 10993, 17891}		Passed


	{17, 14, 23, 14, 5}		{10501, 16979, 38977}		Passed


	{3, 0, 0, 0, 23}		{}		Passed


	{23, 0, 0, 0, 3}		{}		Passed


	{27, 3, 0, 0, 3}		{}		Passed


	{25, 0, 0, 0, 3}		{}		Passed


	{9, 9, 9, 9, 5}		{10007, 10091, 39901}		Passed


	{15, 6, 0, 0, 3}		{}		Passed


	{23, 9, 6, 4, 6}		{10007, 10169, 44537}		Passed


	{3, 3, 5, 18, 17}		{11131, 79301, 98101}		Passed


	{18, 0, 0, 0, 2}		{}		Passed


	{27, 26, 27, 25, 27}		{}		Passed


	{21, 0, 0, 0, 3}		{}		Passed


	{19, 12, 15, 11, 14}		{20533, 87119, 44987}		Passed


	{3, 0, 0, 0, 21}		{}		Passed


	{19, 0, 0, 0, 27}		{}		Passed


	{14, 11, 15, 12, 19}		{}		Passed


	{27, 27, 27, 27, 27}		{}		Passed


	{15, 21, 9, 14, 23}		{50033, 96199, 98893}		Passed


	{10, 11, 12, 13, 14}		{}		Passed


	{21, 3, 0, 0, 3}		{}		Passed


	{27, 0, 27, 3, 3}		{}		Passed


	{11, 24, 27, 27, 27}		{99971, 99989, 99991}		Passed


	{14, 13, 14, 14, 14}		{}		Passed


	{25, 26, 24, 27, 1}		{}		Passed


	{11, 26, 27, 27, 27}		{}		Passed


	{16, 10, 0, 4, 15}		{}		Passed


